0	324.126
1	324.123
2	324.12
3	324.118
4	324.116
5	324.114
6	324.113
7	324.112
8	324.111
9	324.111
10	324.111
11	324.111
12	324.112
13	324.113
14	324.113
15	324.115
16	324.116
17	324.118
18	324.12
19	324.122
20	324.124
21	324.126
22	324.129
23	324.132
24	324.135
25	324.138
26	324.141
27	324.145
28	324.149
29	324.153
30	324.157
31	324.161
32	324.165
33	324.17
34	324.175
35	324.18
36	324.185
37	324.19
38	324.196
39	324.201
40	324.207
41	324.213
42	324.22
43	324.226
44	324.233
45	324.24
46	324.247
47	324.255
48	324.263
49	324.271
50	324.279
51	324.288
52	324.297
53	324.306
54	324.316
55	324.326
56	324.336
57	324.347
58	324.358
59	324.369
60	324.381
61	324.394
62	324.407
63	324.42
64	324.434
65	324.448
66	324.464
67	324.479
68	324.496
69	324.513
70	324.531
71	324.549
72	324.569
73	324.589
74	324.61
75	324.632
76	324.655
77	324.679
78	324.704
79	324.73
80	324.758
81	324.787
82	324.817
83	324.848
84	324.878
85	324.908
86	324.936
87	324.962
88	324.988
89	325.012
90	325.035
91	325.058
92	325.079
93	325.099
94	325.119
95	325.138
96	325.155
97	325.173
98	325.189
99	325.205
100	325.22
101	325.234
102	325.248
103	325.262
104	325.274
105	325.287
106	325.298
107	325.31
108	325.321
109	325.331
110	325.341
111	325.351
112	325.36
113	325.369
114	325.378
115	325.386
116	325.394
117	325.401
118	325.409
119	325.416
120	325.423
121	325.429
122	325.436
123	325.442
124	325.448
125	325.453
126	325.459
127	325.464
128	325.469
129	325.474
130	325.478
131	325.483
132	325.487
133	325.491
134	325.495
135	325.499
136	325.502
137	325.506
138	325.509
139	325.512
140	325.515
141	325.518
142	325.52
143	325.523
144	325.525
145	325.527
146	325.529
147	325.53
148	325.532
149	325.533
150	325.535
151	325.535
152	325.536
153	325.537
154	325.537
155	325.538
156	325.538
157	325.537
158	325.537
159	325.536
160	325.535
161	325.534
162	325.533
163	325.531
164	325.529
165	325.527
166	325.524
167	325.521
168	325.518
169	325.514
170	325.51
171	325.506
172	325.501
173	325.496
174	325.49
175	325.484
176	325.478
177	325.471
178	325.463
179	325.455
180	325.446
181	325.437
182	325.427
183	325.416
184	325.405
185	325.393
186	325.38
187	325.366
188	325.351
189	325.336
190	325.319
191	325.302
192	325.283
193	325.264
194	325.243
195	325.221
196	325.197
197	325.173
198	325.147
199	325.121
200	325.096
201	325.073
202	325.052
203	325.031
204	325.012
205	324.993
206	324.976
207	324.96
208	324.945
209	324.931
210	324.917
211	324.905
212	324.893
213	324.882
214	324.871
215	324.862
216	324.853
217	324.844
218	324.837
219	324.829
220	324.823
221	324.817
222	324.811
223	324.806
224	324.801
225	324.797
226	324.793
227	324.789
228	324.786
229	324.783
230	324.781
231	324.779
232	324.777
233	324.775
234	324.774
235	324.773
236	324.772
237	324.772
238	324.772
239	324.772
240	324.772
241	324.772
242	324.773
243	324.774
244	324.775
245	324.776
246	324.778
247	324.779
248	324.781
249	324.783
250	324.785
251	324.787
252	324.79
253	324.792
254	324.795
255	324.798
256	324.801
257	324.804
258	324.807
259	324.81
260	324.814
261	324.817
262	324.821
263	324.825
264	324.829
265	324.833
266	324.837
267	324.841
268	324.846
269	324.85
270	324.855
271	324.859
272	324.864
273	324.869
274	324.874
275	324.879
276	324.884
277	324.89
278	324.895
279	324.9
280	324.906
281	324.912
282	324.917
283	324.923
284	324.929
285	324.935
286	324.941
287	324.947
288	324.953
289	324.96
290	324.966
291	324.972
292	324.979
293	324.985
294	324.992
295	324.999
296	325.005
297	325.012
298	325.019
299	325.026
300	325.033
301	325.04
302	325.046
303	325.053
304	325.06
305	325.067
306	325.074
307	325.081
308	325.088
309	325.095
310	325.102
311	325.109
312	325.116
313	325.123
314	325.13
315	325.137
316	325.144
317	325.151
318	325.158
319	325.166
320	325.173
321	325.18
322	325.187
323	325.195
324	325.202
325	325.209
326	325.217
327	325.224
328	325.231
329	325.239
330	325.246
331	325.253
332	325.261
333	325.268
334	325.275
335	325.283
336	325.29
337	325.297
338	325.304
339	325.311
340	325.318
341	325.326
342	325.333
343	325.34
344	325.347
345	325.354
346	325.361
347	325.368
348	325.374
349	325.381
350	325.388
351	325.395
352	325.402
353	325.409
354	325.415
355	325.422
356	325.429
357	325.435
358	325.442
359	325.449
360	325.456
361	325.462
362	325.469
363	325.475
364	325.482
365	325.489
366	325.495
367	325.502
368	325.509
369	325.515
370	325.522
371	325.529
372	325.536
373	325.542
374	325.549
375	325.556
376	325.563
377	325.57
378	325.577
379	325.584
380	325.591
381	325.598
382	325.605
383	325.612
384	325.62
385	325.627
386	325.635
387	325.643
388	325.65
389	325.658
390	325.666
391	325.674
392	325.683
393	325.691
394	325.7
395	325.709
396	325.718
397	325.727
398	325.736
399	325.746
400	325.755
401	325.765
402	325.776
403	325.786
404	325.797
405	325.808
406	325.82
407	325.832
408	325.844
409	325.856
410	325.869
411	325.883
412	325.896
413	325.91
414	325.925
415	325.94
416	325.956
417	325.973
418	325.99
419	326.007
420	326.025
421	326.044
422	326.064
423	326.085
424	326.106
425	326.128
426	326.151
427	326.175
428	326.2
429	326.227
430	326.254
431	326.282
432	326.312
433	326.343
434	326.376
435	326.41
436	326.445
437	326.482
438	326.521
439	326.562
440	326.604
441	326.648
442	326.695
443	326.744
444	326.795
445	326.849
446	326.905
447	326.964
448	327.025
449	327.09
450	327.158
451	327.229
452	327.304
453	327.382
454	327.464
455	327.545
456	327.622
457	327.695
458	327.765
459	327.83
460	327.893
461	327.952
462	328.008
463	328.06
464	328.11
465	328.158
466	328.202
467	328.244
468	328.283
469	328.321
470	328.355
471	328.388
472	328.419
473	328.447
474	328.473
475	328.498
476	328.52
477	328.541
478	328.56
479	328.577
480	328.592
481	328.606
482	328.618
483	328.628
484	328.637
485	328.644
486	328.649
487	328.653
488	328.655
489	328.656
490	328.655
491	328.652
492	328.647
493	328.641
494	328.633
495	328.623
496	328.612
497	328.598
498	328.583
499	328.565
500	328.546
501	328.525
502	328.501
503	328.475
504	328.447
505	328.417
506	328.384
507	328.349
508	328.31
509	328.269
510	328.226
511	328.182
512	327.824
513	327.784
514	327.744
515	327.706
516	327.672
517	327.64
518	327.611
519	327.584
520	327.56
521	327.538
522	327.518
523	327.501
524	327.486
525	327.473
526	327.462
527	327.453
528	327.446
529	327.442
530	327.439
531	327.437
532	327.438
533	327.441
534	327.445
535	327.452
536	327.46
