0	322.825
1	322.825
2	322.827
3	322.829
4	322.831
5	322.834
6	322.837
7	322.841
8	322.845
9	322.849
10	322.854
11	322.859
12	322.864
13	322.869
14	322.875
15	322.881
16	322.886
17	322.892
18	322.898
19	322.904
20	322.91
21	322.916
22	322.923
23	322.929
24	322.935
25	322.941
26	322.948
27	322.954
28	322.961
29	322.967
30	322.974
31	322.98
32	322.986
33	322.993
34	322.999
35	323.006
36	323.012
37	323.019
38	323.025
39	323.032
40	323.038
41	323.045
42	323.051
43	323.058
44	323.064
45	323.071
46	323.077
47	323.084
48	323.09
49	323.097
50	323.103
51	323.11
52	323.116
53	323.123
54	323.129
55	323.136
56	323.143
57	323.149
58	323.156
59	323.162
60	323.169
61	323.175
62	323.182
63	323.189
64	323.195
65	323.202
66	323.208
67	323.215
68	323.222
69	323.228
70	323.235
71	323.242
72	323.249
73	323.255
74	323.262
75	323.269
76	323.276
77	323.283
78	323.29
79	323.297
80	323.304
81	323.311
82	323.318
83	323.325
84	323.332
85	323.339
86	323.347
87	323.354
88	323.361
89	323.368
90	323.376
91	323.383
92	323.391
93	323.398
94	323.406
95	323.414
96	323.421
97	323.429
98	323.437
99	323.445
100	323.453
101	323.461
102	323.469
103	323.477
104	323.486
105	323.494
106	323.502
107	323.511
108	323.52
109	323.528
110	323.537
111	323.546
112	323.555
113	323.564
114	323.574
115	323.583
116	323.593
117	323.602
118	323.612
119	323.622
120	323.632
121	323.642
122	323.653
123	323.663
124	323.674
125	323.685
126	323.696
127	323.707
128	323.719
129	323.731
130	323.743
131	323.755
132	323.767
133	323.78
134	323.793
135	323.806
136	323.819
137	323.833
138	323.847
139	323.861
140	323.875
141	323.89
142	323.905
143	323.92
144	323.935
145	323.951
146	323.967
147	323.983
148	323.999
149	324.015
150	324.032
151	324.048
152	324.065
153	324.081
154	324.098
155	324.114
156	324.131
157	324.147
158	324.164
159	324.18
160	324.197
161	324.214
162	324.231
163	324.247
164	324.264
165	324.281
166	324.298
167	324.314
168	324.331
169	324.347
170	324.364
171	324.38
172	324.396
173	324.411
174	324.427
175	324.443
176	324.458
177	324.473
178	324.489
179	324.504
180	324.519
181	324.534
182	324.549
183	324.564
184	324.579
185	324.594
186	324.609
187	324.625
188	324.64
189	324.656
190	324.672
191	324.688
192	324.704
193	324.721
194	324.739
195	324.756
196	324.775
197	324.794
198	324.814
199	324.835
200	324.857
201	324.879
202	324.903
203	324.929
204	324.956
205	324.984
206	325.014
207	325.047
208	325.081
209	325.119
210	325.159
211	325.202
212	325.249
213	325.299
214	325.354
215	325.414
216	325.479
217	325.55
218	325.627
219	325.712
220	325.805
221	325.906
222	326.017
223	326.139
224	326.272
225	326.415
226	326.566
227	326.723
228	326.876
229	327.02
230	327.153
231	327.274
232	327.383
233	327.479
234	327.566
235	327.642
236	327.708
237	327.766
238	327.815
239	327.856
240	327.89
241	327.916
242	327.935
243	327.947
244	327.952
245	327.95
246	327.94
247	327.923
248	327.898
249	327.864
250	327.822
251	327.771
252	327.711
253	327.641
254	327.562
255	327.477
256	327.388
257	327.303
258	327.227
259	327.16
260	327.103
261	327.057
262	327.021
263	326.995
264	326.978
265	326.97
266	326.971
267	326.981
268	326.999
269	327.026
270	327.061
271	327.106
272	327.159
273	327.223
274	327.296
275	327.38
276	327.476
277	327.584
278	327.705
279	327.84
280	327.991
281	328.159
282	328.345
283	328.552
284	328.781
285	329.034
286	329.314
287	329.625
288	329.968
289	330.347
290	330.766
291	331.23
292	331.742
293	332.307
294	332.927
295	333.603
296	334.327
297	335.087
298	335.851
299	336.583
300	337.267
301	337.895
302	338.466
303	338.983
304	339.45
305	339.87
306	340.248
307	340.588
308	340.893
309	341.167
310	341.413
311	341.632
312	341.828
313	342.001
314	342.154
315	342.289
316	342.407
317	342.509
318	342.596
319	342.669
320	342.729
321	342.777
322	342.813
323	342.838
324	342.851
325	342.854
326	342.846
327	342.827
328	342.797
329	342.757
330	342.705
331	342.642
332	342.566
333	342.478
334	342.376
335	342.259
336	342.128
337	341.979
338	341.813
339	341.628
340	341.421
341	341.191
342	340.936
343	340.654
344	340.341
345	339.995
346	339.613
347	339.19
348	338.723
349	338.207
350	337.638
351	337.012
352	336.326
353	335.583
354	334.792
355	333.972
356	333.167
357	332.402
358	331.69
359	331.036
360	330.439
361	329.896
362	329.402
363	328.953
364	328.545
365	328.173
366	327.835
367	327.526
368	327.245
369	326.988
370	326.753
371	326.538
372	326.341
373	326.161
374	325.995
375	325.843
376	325.703
377	325.574
378	325.455
379	325.345
380	325.243
381	325.149
382	325.062
383	324.981
384	324.905
385	324.834
386	324.769
387	324.707
388	324.649
389	324.595
390	324.545
391	324.497
392	324.452
393	324.409
394	324.369
395	324.33
396	324.294
397	324.26
398	324.227
399	324.196
400	324.166
401	324.137
402	324.11
403	324.084
404	324.058
405	324.034
406	324.011
407	323.988
408	323.967
409	323.946
410	323.926
411	323.906
412	323.887
413	323.868
414	323.85
415	323.833
416	323.816
417	323.8
418	323.784
419	323.768
420	323.753
421	323.738
422	323.723
423	323.709
424	323.695
425	323.681
426	323.668
427	323.655
428	323.642
429	323.629
430	323.617
431	323.604
432	323.592
433	323.581
434	323.569
435	323.558
436	323.546
437	323.535
438	323.524
439	323.513
440	323.503
441	323.492
442	323.482
443	323.472
444	323.462
445	323.452
446	323.442
447	323.432
448	323.422
449	323.413
450	323.403
451	323.394
452	323.385
453	323.376
454	323.367
455	323.358
456	323.349
457	323.34
458	323.331
459	323.322
460	323.314
461	323.305
462	323.297
463	323.288
464	323.28
465	323.271
466	323.263
467	323.255
468	323.246
469	323.238
470	323.23
471	323.222
472	323.214
473	323.206
474	323.198
475	323.19
476	323.182
477	323.175
478	323.167
479	323.159
480	323.151
481	323.144
482	323.136
483	323.129
484	323.121
485	323.114
